County,Elevation ,Date,ppt ,tmin ,tmean ,tmax ,tdmean ,vpdmin ,vpdmax 
Placer,3183,2005-06,3.39,49.7,61.5,73.4,42.3,3.25,18.47
Placer,3183,2005-07,0,64.7,78,91.3,49.1,9.33,37.06
Placer,3183,2005-08,0,62.8,76.4,90,40.4,11.38,38.58
Placer,3183,2005-09,0.74,53.2,66.2,79.2,35.3,7.02,26.91
Placer,3183,2005-10,1.15,48.2,59.1,70.1,36.7,3.69,17.38
Placer,3183,2005-11,4.47,43.9,52.8,61.8,31,3.25,13.2
Placer,3183,2005-12,25.02,37.1,45,52.9,31.3,0.96,7.21
Placer,3183,2006-01,11.45,34.2,42.1,50.1,29.3,0.88,6.55
Placer,3183,2006-02,7.7,35.3,46.4,57.6,23.6,2.77,12.38
Placer,3183,2006-03,14.24,30.9,38.9,46.8,28.2,0.47,5.2
Placer,3183,2006-04,14.81,39,48.6,58.3,37.5,0.63,9.57
Placer,3183,2006-05,1.78,50,61.9,73.7,40.7,3.86,19.92
Placer,3183,2006-06,0,57.9,71,84,44.2,6.7,29.65
Placer,3183,2006-07,0,65.5,79,92.6,43.1,12.51,42.42
Placer,3183,2006-08,0.12,59.7,73.4,87.2,37.7,9.87,35.28
Placer,3183,2006-09,0.01,57.6,70.9,84.1,31.3,10.72,33.74
Placer,3183,2006-10,0.43,47.6,59,70.3,30.3,4.96,18.89
Placer,3183,2006-11,5.19,40.9,48.5,56.1,34.5,1.24,8.36
Placer,3183,2006-12,8.12,34.8,43.4,52,23.5,2.03,9.04
Placer,3183,2007-01,2.22,31.9,42.5,53,17,2.79,9.58
Placer,3183,2007-02,13.73,36.4,44.8,53.2,30.1,1.47,8.04
Placer,3183,2007-03,1.66,40.8,53.1,65.4,30.9,2.7,16.01
Placer,3183,2007-04,3.75,40.2,52.5,64.8,33.5,2.29,14.81
Placer,3183,2007-05,1.54,50,62.7,75.4,35.9,5.08,22.85
Placer,3183,2007-06,0.43,55.6,68.9,82.1,40.1,6.37,28.76
Placer,3183,2007-07,0,63.2,76.5,89.8,43.9,9.61,37.32
Placer,3183,2007-08,0,62.5,75.9,89.2,38.9,11.4,37.8
Placer,3183,2007-09,1,54.7,66.7,78.7,39.6,5.63,24.52
Placer,3183,2007-10,3.91,45.8,56.3,66.9,36.5,3.01,15.26
Placer,3183,2007-11,1.63,44.9,54.6,64.2,29.8,4.26,13.58
Placer,3183,2007-12,9.06,31.3,39.4,47.6,24.2,0.91,6.21
Placer,3183,2008-01,10.8,32.1,39.5,47,23.8,1.34,6.68
Placer,3183,2008-02,7.42,33.6,43.8,54.1,26.5,1.72,10.04
Placer,3183,2008-03,1.83,36.1,48,59.8,27.1,1.78,11.6
Placer,3183,2008-04,0.45,37.3,50.4,63.4,27,2.62,14.57
Placer,3183,2008-05,1.05,48.8,60.2,71.5,36.1,4.83,19.9
Placer,3183,2008-06,0,56.2,69.7,83.2,35,8.65,31.52
Placer,3183,2008-07,0,63.5,77.3,91.2,41.4,11.19,40.3
Placer,3183,2008-08,0,63.6,77.7,91.8,39.1,11.95,41.71
Placer,3183,2008-09,0,59.4,73.1,86.7,30.9,12.01,36.76
Placer,3183,2008-10,1.8,51.2,62.6,74,29.7,7.13,22.19
Placer,3183,2008-11,5.9,45.2,53.9,62.5,35.2,3.09,12.18
Placer,3183,2008-12,7.05,32.5,41.5,50.6,24.5,1.76,9.03
Placer,3183,2009-01,4.21,37.3,48,58.6,22.7,3.56,12.94
Placer,3183,2009-02,11.32,34.3,43,51.6,28.5,1.41,8.07
Placer,3183,2009-03,7.38,34.5,45.7,56.9,28.2,1.38,10.44
Placer,3183,2009-04,2.3,37.6,50.5,63.3,29.5,2.39,14.31
Placer,3183,2009-05,6.45,52.4,64,75.7,40.1,5.28,22.19
Placer,3183,2009-06,0.37,53.9,65.7,77.5,43.1,5.03,23.44
Placer,3183,2009-07,0,63.6,77.5,91.3,40.3,11.4,40.75
Placer,3183,2009-08,0.02,61.7,75,88.3,38.6,10.69,37.23
Placer,3183,2009-09,0.1,61.2,74.6,87.9,35.7,10.86,37.95
Placer,3183,2009-10,3.58,46.3,57,67.7,34.3,3.37,15.64
Placer,3183,2009-11,2.03,41.9,51.3,60.6,29,3.07,12.57
Placer,3183,2009-12,7.63,32.4,41,49.6,25.1,1.37,7.26
Placer,3183,2010-01,10.18,36.4,43.8,51.2,29.9,1.37,7.18
Placer,3183,2010-02,7.15,37.7,46,54.4,32.8,0.55,7.56
Placer,3183,2010-03,5.9,36.8,47.8,58.9,29.6,1.4,11.76
Placer,3183,2010-04,8.92,36.6,46.5,56.4,33.4,0.93,9.53
Placer,3183,2010-05,5.15,41.5,52.1,62.7,33.7,2.24,12.76
Placer,3183,2010-06,0.18,54.2,66.2,78.2,43,4.49,23.27
Placer,3183,2010-07,0,63,76.1,89.2,45,8.51,34.8
Placer,3183,2010-08,0.01,60.2,72.9,85.5,38.9,9.16,32.75
Placer,3183,2010-09,0.03,57.6,70.6,83.7,36.7,8.83,32.42
Placer,3183,2010-10,9.26,50.7,60.4,70.1,39.7,4.05,17.34
Placer,3183,2010-11,9.64,39.5,47.8,56.2,31.6,2.17,9.58
Placer,3183,2010-12,18.98,35.4,42.6,49.7,31.9,0.57,5.33
Placer,3183,2011-01,2.62,35.4,45.8,56.1,24.3,2.42,11.3
Placer,3183,2011-02,7.78,31.9,42,52.1,21.7,2.01,9.52
Placer,3183,2011-03,20.73,34.9,42.3,49.7,31.8,0.57,6.09
Placer,3183,2011-04,2.86,37.3,48.4,59.6,32.9,0.91,11.32
Placer,3183,2011-05,4.02,40.7,52.2,63.7,33.7,2.22,14.15
Placer,3183,2011-06,3.03,51.8,63.1,74.5,43.6,3.97,19.96
Placer,3183,2011-07,0,59.2,72.3,85.5,47.5,6.14,29.91
Placer,3183,2011-08,0,61.7,75.2,88.6,42.3,9.38,36.31
Placer,3183,2011-09,0.01,61.3,74.4,87.5,41.1,9.73,35.5
Placer,3183,2011-10,4.64,50,60.8,71.5,40.3,3.23,17.27
Placer,3183,2011-11,2.43,39.1,47.6,56.2,31.3,1.65,9.14
Placer,3183,2011-12,0.16,34.4,45.2,56.1,15.1,3.42,11.73
Placer,3183,2012-01,7.89,35.3,46,56.6,21.3,3.04,11.79
Placer,3183,2012-02,2.73,34.6,45.5,56.4,25.8,1.66,10.44
Placer,3183,2012-03,17.04,35.8,44.5,53.2,30.5,1.01,7.63
Placer,3183,2012-04,8.99,41.1,51.9,62.8,34.9,1.95,12.47
Placer,3183,2012-05,0.42,48.9,60.9,72.9,35.4,4.4,20.69
Placer,3183,2012-06,1.08,53.4,66.4,79.4,38.4,5.79,26.27
Placer,3183,2012-07,0.15,60.1,73.7,87.4,42,8.14,34.57
Placer,3183,2012-08,0.02,65.1,78.8,92.5,37.6,13.35,43.5
Placer,3183,2012-09,0.02,61.3,74.2,87.2,36.6,11.46,35.42
Placer,3183,2012-10,3.37,50,61.4,72.9,37.3,5.01,20.62
Placer,3183,2012-11,11.74,43.3,51.4,59.5,34.7,2.53,10.68
Placer,3183,2012-12,18.82,33.8,41,48.1,29,0.79,5.2
Placer,3183,2013-01,1.54,33.4,43.5,53.6,20.4,2.23,10.29
Placer,3183,2013-02,0.92,34.2,45.2,56.1,22.3,2.26,11.15
Placer,3183,2013-03,3.72,40.8,51.7,62.5,31.4,2.18,13.28
Placer,3183,2013-04,1.84,44.1,55.7,67.3,32.4,3.49,16.6
Placer,3183,2013-05,1.55,49.6,60.7,71.8,36.6,4.07,18.9
Placer,3183,2013-06,2.4,56.5,69.2,81.9,42.9,5.87,28.06
Placer,3183,2013-07,0,65.7,78.3,90.9,44.1,11.59,38.47
Placer,3183,2013-08,0,61.7,73.8,85.9,39.9,9.61,33.57
Placer,3183,2013-09,1.68,57,68.1,79.2,40.8,6.3,25.52
Placer,3183,2013-10,0.62,48.7,59.4,70,27.8,6.27,19.66
Placer,3183,2013-11,1.82,44.7,53.5,62.3,27.6,4.16,13.7
Placer,3183,2013-12,0.89,36.3,46.8,57.2,18.2,4.1,12.74
Placer,3183,2014-01,1.66,43,52.9,62.7,20.5,5.63,15.52
Placer,3183,2014-02,14.52,38.8,46.8,54.7,32,1.46,8.56
Placer,3183,2014-03,9.44,41.4,50.7,60,31.6,2.73,11.86
Placer,3183,2014-04,3.45,43.8,54.2,64.6,34,3.31,14.8
Placer,3183,2014-05,0.97,50.4,61.7,73,36.1,5.23,21.01
Placer,3183,2014-06,0,56.6,69.6,82.7,37.3,8.31,30.79
Placer,3183,2014-07,0.03,65.6,78.2,90.8,45.5,11.05,38.79
Placer,3183,2014-08,0.09,63.2,74.6,86,44.6,9.35,32.45
Placer,3183,2014-09,1.78,59.4,70.8,82.1,40.6,8.63,29.59
Placer,3183,2014-10,1.94,53.2,63.5,73.9,37.3,6.09,22.02
Placer,3183,2014-11,6.18,44.1,52.5,61,35.3,2.9,11.46
Placer,3183,2014-12,14.71,38.1,44.3,50.5,34,0.9,5.4
Placer,3183,2015-01,0.02,41.3,50.8,60.3,26.9,3.45,12.6
Placer,3183,2015-02,6.87,43.8,53.5,63.3,30.6,3.26,13.52
Placer,3183,2015-03,1.05,44.4,55.3,66.3,32.9,3.5,15.41
Placer,3183,2015-04,3.42,41.8,53.3,64.9,31.2,2.93,14.91
Placer,3183,2015-05,0.66,48.5,58.6,68.7,39.5,3.35,15.72
Placer,3183,2015-06,1.03,60.3,72.7,85.2,41.2,9.08,32.62
Placer,3183,2015-07,0.03,62.4,74.4,86.5,45.3,8.57,32.81
Placer,3183,2015-08,0,63,75.5,88.1,40.1,10.27,36.86
Placer,3183,2015-09,0.08,59.6,71.7,83.7,34.5,10.64,33.56
Placer,3183,2015-10,1.36,54.5,64.5,74.4,39.5,5.72,20.87
Placer,3183,2015-11,4.95,37.9,46.6,55.4,30,2.08,9.42
Placer,3183,2015-12,12.73,32.2,39.7,47.2,27.8,0.98,5.52
Plumas,5910,2005-01,7.69,27.1,34.9,42.7,20.9,1.3,5.2
Plumas,5910,2005-02,3.68,29,37,45.1,23.1,0.98,5.41
Plumas,5910,2005-03,8.4,30,39.9,49.7,20.9,1.7,8.57
Plumas,5910,2005-04,3.05,29.9,40.7,51.5,24.2,0.98,8.63
Plumas,5910,2005-05,5.98,38,48.4,58.7,31.5,2.14,11.79
Plumas,5910,2005-06,2.2,40.9,52.6,64.4,31.6,2.48,14.47
Plumas,5910,2005-07,0,57,70.3,83.7,38.5,7.21,30.44
Plumas,5910,2005-08,0,54.9,68.4,81.9,31,8.43,30.49
Plumas,5910,2005-09,0.74,44.4,57.6,70.7,26.5,4.58,21.04
Plumas,5910,2005-10,0.78,39.9,51.6,63.4,27.5,2.62,14.51
Plumas,5910,2005-11,4.08,34.1,42.8,51.5,22.7,2.1,8.37
Plumas,5910,2005-12,16.78,29.8,36.9,44,25.4,0.77,4.31
Plumas,5910,2006-01,8.2,27.1,33.6,40.1,23.1,0.65,3.86
Plumas,5910,2006-02,7.13,26.8,37.4,48.1,16.8,1.83,8.44
Plumas,5910,2006-03,10.43,23.3,30.4,37.5,20.2,0.31,3.13
Plumas,5910,2006-04,9.74,31.3,39.9,48.5,29.2,0.66,6.13
Plumas,5910,2006-05,1.18,40.5,52.9,65.4,30,2.58,16.12
Plumas,5910,2006-06,0.38,48.7,62.2,75.7,34.6,4.75,23.94
Plumas,5910,2006-07,0.23,56.4,70.4,84.3,34,8.94,33.42
Plumas,5910,2006-08,0,51.8,66.7,81.6,28.8,7.46,30.87
Plumas,5910,2006-09,0,47.8,62.3,76.7,23,7.33,27.92
Plumas,5910,2006-10,0.39,38.6,51,63.4,22.1,3.38,15.49
Plumas,5910,2006-11,3.49,31.7,39.5,47.3,25.8,0.82,6.06
Plumas,5910,2006-12,4.98,26.7,35.7,44.6,17.3,1.23,6.41
Plumas,5910,2007-01,0.52,22.9,34,45,9.8,1.72,7.26
Plumas,5910,2007-02,12.03,28.7,36.7,44.8,23.4,0.98,5.58
Plumas,5910,2007-03,1.44,31.3,43.7,56.1,23.3,1.63,11.69
Plumas,5910,2007-04,1.94,32.7,44.7,56.6,25.7,1.65,11.7
Plumas,5910,2007-05,0.93,40.8,54.4,67.9,26.2,3.73,18.25
Plumas,5910,2007-06,0.51,46,60.7,75.4,30.9,4.34,23.6
Plumas,5910,2007-07,0.3,55,69.6,84.2,34.3,7.61,32.48
Plumas,5910,2007-08,0.14,54.5,68.7,83,29.3,8.46,31.76
Plumas,5910,2007-09,1.2,45.7,59,72.4,30.1,4.11,21.12
Plumas,5910,2007-10,2.51,36.7,47.4,58.1,28.1,2.02,11.5
Plumas,5910,2007-11,0.77,34.3,45.2,56,20.9,2.9,10.86
Plumas,5910,2007-12,3.72,23.7,31.5,39.2,18.3,0.74,4.32
Plumas,5910,2008-01,10.59,22.9,29.7,36.5,16.3,0.96,3.88
Plumas,5910,2008-02,6.24,26.1,36.2,46.2,19.3,1.36,7.41
Plumas,5910,2008-03,1.54,28.4,39.3,50.1,18.9,1.45,8.14
Plumas,5910,2008-04,0.51,29.6,42.2,54.7,18.9,1.94,10.78
Plumas,5910,2008-05,1.12,39,51.5,64,28.4,2.92,16.3
Plumas,5910,2008-06,0,45.4,60.5,75.7,25.4,5.72,26.39
Plumas,5910,2008-07,0,54.8,69.6,84.4,30.9,8.27,34.87
Plumas,5910,2008-08,0,55.9,70.8,85.7,30.6,8.91,36.92
Plumas,5910,2008-09,0.15,50.1,65.1,80,21.2,8.45,32.01
Plumas,5910,2008-10,1.85,41.4,53.3,65.3,21,5.02,17.57
Plumas,5910,2008-11,5.15,35.9,45.1,54.3,26.9,2.15,9.31
Plumas,5910,2008-12,4.1,25.8,34.5,43.2,18.3,1.32,6.34
Plumas,5910,2009-01,2.88,28.1,38.6,49,15.8,1.99,8.54
Plumas,5910,2009-02,11.1,27.3,35.3,43.3,22.1,0.91,5.67
Plumas,5910,2009-03,8.79,26.5,37.2,47.8,20.6,0.95,7.61
Plumas,5910,2009-04,0.63,31.3,42.7,54.1,21.4,1.77,10.91
Plumas,5910,2009-05,4.11,43.2,55,66.7,30.2,3.67,17.66
Plumas,5910,2009-06,1.42,44.3,56.1,67.9,34.2,3.13,17.52
Plumas,5910,2009-07,0.12,55.3,69.2,83.1,29.6,9.45,33.92
Plumas,5910,2009-08,0.25,54.1,67.4,80.7,29.4,8.35,30.41
Plumas,5910,2009-09,0,52.9,66,79.1,25.4,8.72,29.48
Plumas,5910,2009-10,3.29,36.2,47.6,59,24.8,2.43,12.38
Plumas,5910,2009-11,1.9,32.3,41.9,51.5,20.6,1.98,9.76
Plumas,5910,2009-12,3.77,24.2,32.5,40.8,18.4,0.98,5.04
Plumas,5910,2010-01,10.01,29.6,35.7,41.8,24.1,0.89,4.1
Plumas,5910,2010-02,4.88,28.5,36.5,44.5,26.1,0.4,4.87
Plumas,5910,2010-03,5.04,27.4,38.3,49.1,20.8,1.16,7.92
Plumas,5910,2010-04,4.87,28.2,38.3,48.4,24.2,0.75,7.44
Plumas,5910,2010-05,2.61,32.3,43.8,55.3,23.9,1.62,10.58
Plumas,5910,2010-06,0.13,44.9,58,71,33.7,3.19,19.59
Plumas,5910,2010-07,0.22,55,68.6,82.2,35.8,7.02,29.67
Plumas,5910,2010-08,0.11,51.8,65.7,79.7,30.1,7.28,28.84
Plumas,5910,2010-09,0.01,47.6,62.4,77.3,27.9,5.68,27.56
Plumas,5910,2010-10,4.01,41.8,52.2,62.6,31.6,3.01,14.18
Plumas,5910,2010-11,4.93,29.4,38.8,48.2,22.7,1.63,8.08
Plumas,5910,2010-12,12.13,29.2,35.4,41.7,26.1,0.44,3.7
Plumas,5910,2011-01,1.35,26.7,37.5,48.3,17.9,1.43,8.02
Plumas,5910,2011-02,8.19,23.2,33,42.9,15.6,1.33,6.25
Plumas,5910,2011-03,13.7,27.3,34,40.6,24,0.46,4.08
Plumas,5910,2011-04,2.27,29.4,39.9,50.5,24.1,0.95,8.37
Plumas,5910,2011-05,3.08,33.6,44.1,54.7,26,1.58,10.01
Plumas,5910,2011-06,2.96,41.8,54.6,67.4,33.8,2.39,17.3
Plumas,5910,2011-07,0,50.8,65.2,79.6,37.1,5.19,28.01
Plumas,5910,2011-08,0,53.1,67.7,82.3,31.8,7.17,31.9
Plumas,5910,2011-09,0.97,52.4,66.7,81.1,30,7.34,30.76
Plumas,5910,2011-10,2.32,40.5,52.5,64.6,29.8,2.68,15.12
Plumas,5910,2011-11,1.11,30.5,38.9,47.3,22.1,1.33,6.93
Plumas,5910,2011-12,0.13,27,37.2,47.5,8.8,2.25,8.46
Plumas,5910,2012-01,5.11,28.6,38.2,47.8,14.6,2.18,8.18
Plumas,5910,2012-02,1.38,26.7,36.9,47.1,17.7,1.25,7.43
Plumas,5910,2012-03,12.83,27.1,34.9,42.8,22.2,0.76,5.13
Plumas,5910,2012-04,5.69,32.5,42.3,52.2,25.8,1.38,8.97
Plumas,5910,2012-05,0.3,40.9,52.5,64.2,25.3,3.46,16.58
Plumas,5910,2012-06,0.85,45,57.2,69.4,27.9,4.79,19.98
Plumas,5910,2012-07,0,54.9,66.9,78.8,31.6,8.57,27.58
Plumas,5910,2012-08,0.04,58.3,70.8,83.2,27.5,11.41,33.59
Plumas,5910,2012-09,0,54,66.4,78.9,26.6,9.91,28.69
Plumas,5910,2012-10,2.1,42.9,53.2,63.6,27.9,4.21,16.16
Plumas,5910,2012-11,8.11,34.9,42.3,49.8,25.3,1.99,7.74
Plumas,5910,2012-12,13.84,25.2,31.3,37.4,22,0.56,2.95
Plumas,5910,2013-01,1.51,23.8,33.9,44.1,12.6,1.68,6.92
Plumas,5910,2013-02,0.65,26.9,36.6,46.3,14.9,1.79,8.31
Plumas,5910,2013-03,3.03,32.7,42.2,51.8,22.6,1.85,9.42
Plumas,5910,2013-04,1.21,35.6,46.2,56.9,22.9,2.78,12.35
Plumas,5910,2013-05,1.12,41,51.6,62.2,27.7,2.84,14.02
Plumas,5910,2013-06,0.87,48.8,60.8,72.8,33,5.11,21.83
Plumas,5910,2013-07,0.2,58.4,70.8,83.2,34.2,10.14,31.21
Plumas,5910,2013-08,0.17,53.6,65.6,77.6,30.9,7.63,26.36
Plumas,5910,2013-09,2.41,47.3,58.5,69.8,33,4.15,18.81
Plumas,5910,2013-10,0.73,38.6,49,59.3,19.6,4.06,13.72
Plumas,5910,2013-11,1.04,33.8,42.9,52,18.6,3.03,9.4
Plumas,5910,2013-12,0.43,25,36,47,11.3,2.31,8.71
Plumas,5910,2014-01,0.77,32,41.7,51.5,14.6,3.02,9.71
Plumas,5910,2014-02,7.58,29.2,36.8,44.4,23.7,0.85,5.82
Plumas,5910,2014-03,8.94,32.6,41.1,49.6,23.2,1.76,8.1
Plumas,5910,2014-04,1.56,34.9,45.3,55.8,25.6,2.03,11.28
Plumas,5910,2014-05,0.32,40.5,52.5,64.5,25.4,3.56,16.82
Plumas,5910,2014-06,0,48.5,61,73.5,27.4,6.21,23.41
Plumas,5910,2014-07,0.17,58.8,71.3,83.8,36.5,9.07,32.34
Plumas,5910,2014-08,1.19,55.5,66.6,77.6,36.5,7,25.24
Plumas,5910,2014-09,0.85,51.6,62.9,74.2,32,6.44,23.72
Plumas,5910,2014-10,1.42,43.9,54.1,64.4,28,4.27,16.56
Plumas,5910,2014-11,2.17,34.8,42.9,51,25.4,2.14,8.03
Plumas,5910,2014-12,12.26,30.3,35.8,41.3,28.5,0.43,2.91
Plumas,5910,2015-01,0.09,32.8,41.1,49.5,20.3,2.47,7.94
Plumas,5910,2015-02,6.14,34.7,43.8,52.8,21.7,2.35,9.69
Plumas,5910,2015-03,0.87,35.7,45.5,55.3,22.8,2.69,11.04
Plumas,5910,2015-04,1.5,33.2,44.3,55.4,21.9,2.11,11.44
Plumas,5910,2015-05,1.47,39.6,50,60.5,29.7,2.34,12.66
Plumas,5910,2015-06,0.27,53,65.1,77.3,31.7,7.49,26.12
Plumas,5910,2015-07,1.27,54.3,66.3,78.4,37.4,6.06,25.17
Plumas,5910,2015-08,0.22,55.8,67.9,80,30.4,8.6,29.11
Plumas,5910,2015-09,0.18,50.8,63,75.2,26.3,7.77,25.96
Plumas,5910,2015-10,1.43,45.4,55.3,65.3,31.3,3.91,15.77
Plumas,5910,2015-11,2.67,29,37.4,45.9,21.6,1.51,6.52
Plumas,5910,2015-12,7.38,24.9,31.3,37.6,23.3,0.44,2.92
Riverside,2875,2005-01,3.98,40.6,48.6,56.7,35.2,1.64,8.19
Riverside,2875,2005-02,3.59,40.2,48.2,56.2,37.2,0.96,6.9
Riverside,2875,2005-03,0.18,43.4,54.4,65.4,36.8,1.78,13.84
Riverside,2875,2005-04,0,45,59.4,73.9,30.6,3.64,22.99
Riverside,2875,2005-05,0,53.4,69.5,85.6,41.6,4.76,34.23
Riverside,2875,2005-06,0,58.3,74.7,91.2,37.8,8.38,42.38
Riverside,2875,2005-07,0.71,70.8,85.7,100.6,47.5,12.27,54.28
Riverside,2875,2005-08,0.99,69.4,82.9,96.4,53,7.89,43.76
Riverside,2875,2005-09,0.54,60.3,75.4,90.5,34.8,8.96,41.93
Riverside,2875,2005-10,1.98,52.3,65.8,79.3,35.7,5.65,26.86
Riverside,2875,2005-11,0,46.6,58.4,70.2,28.5,4.58,19.24
Riverside,2875,2005-12,0,41.2,51.9,62.6,25.1,3.32,14.24
Riverside,2875,2006-01,0.23,38.4,49.6,60.7,32.1,1.56,12.94
Riverside,2875,2006-02,0.26,40.7,53.1,65.5,18.7,4.49,18.05
Riverside,2875,2006-03,1.57,37.1,48.2,59.3,37.5,0.29,10.07
Riverside,2875,2006-04,0.22,44.5,58.1,71.6,36.1,2.67,18.97
Riverside,2875,2006-05,0,55.9,71.6,87.4,41.1,7.1,35.98
Riverside,2875,2006-06,0,64.2,80.6,97.1,39.7,12.76,50.74
Riverside,2875,2006-07,0.11,74.2,87.4,100.7,53.4,13.05,50.85
Riverside,2875,2006-08,0,66.8,81.8,96.8,42.9,12.77,47.11
Riverside,2875,2006-09,0,62.6,76.5,90.5,36.8,9.96,40.33
Riverside,2875,2006-10,0.06,51.3,64.7,78.1,31.8,5.33,26.17
Riverside,2875,2006-11,0,48.1,59.9,71.7,28.7,5.19,21.24
Riverside,2875,2006-12,0,38.8,49.2,59.6,16.8,4.03,14.12
Riverside,2875,2007-01,0.07,33.4,44.4,55.4,25,1.73,11.24
Riverside,2875,2007-02,0,40.6,51.7,62.8,27.1,3.34,14.3
Riverside,2875,2007-03,0.14,45.9,59.1,72.2,26.4,5.33,22.76
Riverside,2875,2007-04,0.12,49.1,62.6,76,33.4,5.25,25.1
Riverside,2875,2007-05,0,54.2,70.1,86,41.1,3.32,30.48
Riverside,2875,2007-06,0,60.1,77.3,94.5,38.8,7.32,43.6
Riverside,2875,2007-07,0,70.3,84.5,98.7,47.2,9.23,46.46
Riverside,2875,2007-08,0.08,70.5,84.2,97.9,51.1,9.17,44.57
Riverside,2875,2007-09,0.64,60,75,90,42.8,7.11,37.96
Riverside,2875,2007-10,0,52.3,65.9,79.4,30.4,6.56,28.02
Riverside,2875,2007-11,0.09,48.6,60.4,72.2,31.3,3.27,19.91
Riverside,2875,2007-12,1.41,37.1,46,54.8,25.7,2.1,9.78
Riverside,2875,2008-01,2.03,37.2,45.7,54.3,27.4,1.94,8.62
Riverside,2875,2008-02,0.61,39.2,50.2,61.1,28.5,2.48,13.13
Riverside,2875,2008-03,0,42.6,56.2,69.8,28.9,2.19,15.28
Riverside,2875,2008-04,0,45.2,60.9,76.7,28.4,3.35,25.68
Riverside,2875,2008-05,0.06,50.2,65.6,81.1,36.1,5.36,30.15
Riverside,2875,2008-06,0,62.9,79.8,96.6,33.7,12.5,53.56
Riverside,2875,2008-07,0.41,70.9,84.4,97.9,48,13.03,49.89
Riverside,2875,2008-08,0.39,70.9,84,97,49.5,11.66,47.2
Riverside,2875,2008-09,0.18,63.6,78.6,93.7,42.8,9.97,44.36
Riverside,2875,2008-10,0,53.8,68.2,82.6,31.5,5.11,30.85
Riverside,2875,2008-11,0.57,49.2,59.8,70.4,33.2,4.84,18.63
Riverside,2875,2008-12,2.19,38.8,47.8,56.8,26.7,2.79,11.42
Riverside,2875,2009-01,0,42.2,52.5,62.9,25.5,3.81,14.78
Riverside,2875,2009-02,1.57,38.9,49.3,59.7,28.4,2.38,12.56
Riverside,2875,2009-03,0,41.9,55,68.1,28.5,3.52,18.34
Riverside,2875,2009-04,0,44.9,59.6,74.4,28.6,4.22,24.11
Riverside,2875,2009-05,0,59.4,75,90.6,38.8,8.58,41.68
Riverside,2875,2009-06,0,58.2,73.1,88,40.2,7.44,37.78
Riverside,2875,2009-07,0.02,72.2,86.7,101.1,42.6,16.13,57.58
Riverside,2875,2009-08,0.03,66.9,82.4,97.9,39.4,13.73,53.49
Riverside,2875,2009-09,0.1,64.6,79.4,94.2,36.9,11.79,46.85
Riverside,2875,2009-10,0,49.8,63.5,77.3,28.4,5.96,26.82
Riverside,2875,2009-11,0.1,46.1,57.8,69.4,25,4.76,20.42
Riverside,2875,2009-12,1.06,37,46.4,55.8,26.2,2.1,10.34
Riverside,2875,2010-01,5.16,38.9,48.7,58.4,28.1,2.44,11.34
Riverside,2875,2010-02,1.29,40,49.7,59.4,32.5,1.61,10.99
Riverside,2875,2010-03,0.89,41.6,53.8,66,27.3,3.09,16.99
Riverside,2875,2010-04,0,43.3,57.4,71.5,31,3.13,21.34
Riverside,2875,2010-05,0,50.2,65.1,80,36.3,4.51,28.66
Riverside,2875,2010-06,0,60.6,76.6,92.6,39.3,8.67,43.83
Riverside,2875,2010-07,0,70.1,84.4,98.7,48.1,8.36,44.63
Riverside,2875,2010-08,0,67.3,82.2,97.1,43.7,7.81,45.75
Riverside,2875,2010-09,0,61.5,77.7,93.9,35.3,10.97,47.79
Riverside,2875,2010-10,0.65,52.5,65.1,77.8,43.2,3.41,23.47
Riverside,2875,2010-11,0.04,43.8,53.9,64,30.4,3.39,15.27
Riverside,2875,2010-12,3.34,42.2,51.5,60.8,31.1,2.25,11.64
Riverside,2875,2011-01,0.05,38.8,49.3,59.8,24,3.03,13.18
Riverside,2875,2011-02,1.85,35.8,46.8,57.8,22.5,2.4,12.04
Riverside,2875,2011-03,0.41,42.3,54.6,67,33.6,2.12,16.58
Riverside,2875,2011-04,0.12,46.3,60.7,75,34.6,3.4,23.77
Riverside,2875,2011-05,0,48.5,63.6,78.7,35.2,4.13,27.33
Riverside,2875,2011-06,0,58.4,74.7,91,35.6,8.78,43.96
Riverside,2875,2011-07,0.22,67.1,81.6,96.1,46.3,9.88,47.36
Riverside,2875,2011-08,0.22,69,84.2,99.5,44,12.53,54.28
Riverside,2875,2011-09,0.84,63.7,77.9,92.1,44.4,8.92,41.43
Riverside,2875,2011-10,0,52.8,67.4,82,34.7,6.15,31.11
Riverside,2875,2011-11,0.31,42.2,53.2,64.2,29,2.82,14.65
Riverside,2875,2011-12,0.21,36.5,46.5,56.5,18.5,2.85,12.17
Riverside,2875,2012-01,0.03,40.6,53.1,65.6,20.3,4.05,17.56
Riverside,2875,2012-02,0.71,38.7,50.6,62.5,24.3,2.82,15.23
Riverside,2875,2012-03,0.62,41.7,54.6,67.5,29.5,2.88,17.84
Riverside,2875,2012-04,0.35,48.2,62.8,77.4,33.1,4.38,26.81
Riverside,2875,2012-05,0,55.3,71.6,87.9,36.9,7.06,38.22
Riverside,2875,2012-06,0,62.4,78.8,95.1,32.6,11.4,50.31
Riverside,2875,2012-07,0.32,68.7,82.8,96.8,42.5,11.91,50.01
Riverside,2875,2012-08,1.17,72.5,84.5,96.5,56.4,9.52,42.9
Riverside,2875,2012-09,0.63,66.9,79.9,92.9,44.6,10.3,41.88
Riverside,2875,2012-10,0,53.2,68.1,83,31.7,6.8,33.08
